loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
10000.0, 36 months,16.29,353.01,D,D2,Electrician,8 years,OWN,60000.0,Source Verified,Sep-2014,Charged Off,debt_consolidation,Debt consolidation,11.31,Nov-2000,20.0,0.0,10676.0,23.7,27.0,f,INDIVIDUAL,1.0,0.0,"3746 Stephanie Run Suite 933
Mahoneyton, NJ 70466"
15000.0, 36 months,13.11,506.21,B,B4,"ARIAD Pharmaceuticals, Inc.",< 1 year,RENT,108000.0,Verified,Sep-2012,Fully Paid,debt_consolidation,Debt consolidation loan,12.78,Nov-2005,19.0,0.0,11016.0,49.8,26.0,f,INDIVIDUAL,0.0,0.0,"471 Jodi Shores Suite 914
New Jessica, MD 05113"
12000.0, 60 months,19.19,312.55,E,E3,Pharmacy Technician,< 1 year,RENT,37000.0,Verified,Sep-2015,Charged Off,debt_consolidation,Debt consolidation,22.96,Sep-1997,9.0,0.0,17152.0,84.9,20.0,w,INDIVIDUAL,0.0,0.0,"896 Austin Trail Suite 775
South Cameron, MD 11650"
6000.0, 36 months,8.9,190.52,A,A5,Master Concepts,10+ years,RENT,52000.0,Not Verified,Sep-2013,Fully Paid,debt_consolidation,Consolidation,17.63,Nov-2007,6.0,0.0,6195.0,41.9,9.0,w,INDIVIDUAL,0.0,0.0,"7255 Elizabeth Harbors Suite 412
Port Oscarton, ND 70466"
8400.0, 36 months,11.14,275.57,B,B2,Crystal Flash,10+ years,MORTGAGE,52000.0,Not Verified,Feb-2013,Fully Paid,credit_card,credit card relief,26.22,Jan-1996,11.0,0.0,28918.0,93.9,21.0,f,INDIVIDUAL,2.0,0.0,"48146 Parks Squares
South Tyler, MI 70466"
24000.0, 60 months,13.33,550.14,C,C3,Transit operator,4 years,MORTGAGE,60000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,12.38,Dec-1998,18.0,1.0,20622.0,65.3,50.0,w,INDIVIDUAL,1.0,1.0,"2435 Scott Meadow Suite 425
New Maria, MT 00813"
5000.0, 36 months,11.53,164.96,B,B5,,,OWN,30000.0,Not Verified,Oct-2015,Fully Paid,other,Other,28.4,May-1993,5.0,0.0,9789.0,54.1,26.0,f,INDIVIDUAL,0.0,0.0,"22060 Autumn Spring
New Shannonview, NJ 29597"
35000.0, 36 months,19.2,1286.51,D,D3,General Manager,10+ years,MORTGAGE,95600.0,Verified,Dec-2013,Fully Paid,debt_consolidation,Debt consolidation,19.66,Sep-1997,12.0,0.0,33905.0,93.4,28.0,f,INDIVIDUAL,4.0,0.0,"PSC 2405, Box 2352
APO AE 00813"
12000.0, 36 months,12.39,400.82,C,C1,secretary,< 1 year,MORTGAGE,28600.0,Not Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,7.81,Jun-2002,5.0,0.0,9090.0,56.1,13.0,f,INDIVIDUAL,4.0,0.0,"73073 Diana Skyway
East Dawn, IA 00813"
5000.0, 36 months,6.62,153.52,A,A2,Autum Care Of Nash,8 years,MORTGAGE,52000.0,Verified,Sep-2012,Fully Paid,wedding,Wedding expenses,25.5,Jan-1985,13.0,0.0,5601.0,14.1,26.0,f,INDIVIDUAL,2.0,0.0,"21182 Turner Drive
Robbinsland, AR 70466"
18000.0, 60 months,17.57,452.89,D,D4,Project manager,5 years,MORTGAGE,88000.0,Source Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,18.67,May-1995,11.0,0.0,14934.0,73.2,18.0,w,INDIVIDUAL,1.0,0.0,"9008 Sheena Views Suite 890
Brianfort, SD 70466"
26525.0, 60 months,19.99,702.61,E,E4,Business Analyst,10+ years,MORTGAGE,77396.8,Verified,Jul-2015,Fully Paid,small_business,Business,17.55,Aug-2002,8.0,0.0,4373.0,29.3,17.0,f,INDIVIDUAL,1.0,0.0,"620 Anna Inlet
Lake Andrewmouth, PA 29597"
35000.0, 60 months,18.84,904.85,E,E2,IT Consulting Manager,10+ years,MORTGAGE,155000.0,Verified,Mar-2015,Fully Paid,small_business,Business,25.91,Feb-1995,35.0,0.0,36779.0,24.7,60.0,f,INDIVIDUAL,3.0,0.0,"4148 Johnson Parkways
South Steven, WV 29597"
24000.0, 60 months,24.08,691.55,F,F2,Squad leader ,8 years,RENT,65000.0,Verified,Oct-2013,Charged Off,debt_consolidation,Debt consolidation,19.18,Oct-2002,7.0,0.0,19295.0,89.6,15.0,f,INDIVIDUAL,0.0,0.0,"26697 Ramirez Rue Apt. 232
Lake Michelehaven, NJ 93700"
20000.0, 60 months,22.06,553.07,F,F4,Gibson Dunn,10+ years,MORTGAGE,84005.52,Verified,Feb-2012,Charged Off,debt_consolidation,Debts,8.69,Jul-2000,8.0,0.0,18350.0,93.6,14.0,f,INDIVIDUAL,,0.0,"67678 Medina Mountains
East Mandy, SD 11650"
17975.0, 60 months,15.61,433.41,D,D1,credit analyst,5 years,MORTGAGE,40000.0,Source Verified,Aug-2014,Fully Paid,home_improvement,Home improvement,13.54,Sep-2003,7.0,0.0,15883.0,48.9,9.0,w,INDIVIDUAL,1.0,0.0,"18331 Robert Inlet Apt. 333
Normanchester, FL 30723"
29175.0, 60 months,15.22,697.45,C,C3,HP,10+ years,MORTGAGE,72000.0,Source Verified,Sep-2013,Fully Paid,credit_card,Credit card consolidation,27.65,Aug-1996,9.0,0.0,42972.0,83.1,17.0,f,INDIVIDUAL,2.0,0.0,"06475 Lindsay Lake
Codyfurt, NE 05113"
8250.0, 36 months,11.14,270.65,B,B2,Austin Independent School District,3 years,MORTGAGE,45000.0,Verified,Mar-2013,Fully Paid,debt_consolidation,Personal Loan - Debt Consolidation,17.98,Dec-2003,11.0,0.0,23397.0,59.9,31.0,f,INDIVIDUAL,1.0,0.0,"9216 Leblanc Lights
Leeborough, IL 22690"
8000.0, 60 months,15.65,193.06,D,D4,Microsoft,4 years,RENT,154000.0,Verified,Feb-2011,Charged Off,debt_consolidation,Feb Loan,8.27,Apr-1992,7.0,0.0,20466.0,97.5,20.0,f,INDIVIDUAL,,0.0,"745 Robert Summit Suite 546
East Rachaelview, NC 86630"
15700.0, 36 months,10.99,513.93,B,B2,Managing Attorney,3 years,RENT,100000.0,Not Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,19.13,Aug-1997,13.0,0.0,12272.0,53.8,54.0,f,INDIVIDUAL,0.0,0.0,"1242 Ryan Prairie Apt. 615
East Brettshire, IN 29597"
15000.0, 60 months,11.71,331.48,B,B3,park cities ford,10+ years,MORTGAGE,66996.0,Source Verified,Feb-2012,Fully Paid,debt_consolidation,Debt Consolidation Loan,29.92,Nov-1996,10.0,0.0,26615.0,63.2,28.0,f,INDIVIDUAL,,0.0,"85213 Peters Lock
Franklinhaven, AZ 22690"
12000.0, 60 months,18.39,307.28,E,E2,US Army,10+ years,MORTGAGE,63600.0,Source Verified,Jun-2011,Charged Off,major_purchase,New Car Needed,20.51,Feb-1997,5.0,0.0,15214.0,97.5,42.0,f,INDIVIDUAL,,0.0,"6380 Bell Underpass Apt. 956
Doylebury, UT 22690"
14000.0, 36 months,18.24,507.83,D,D5,Site Manager,10+ years,MORTGAGE,48775.0,Not Verified,Jul-2014,Fully Paid,debt_consolidation,Debt consolidation,15.99,Mar-1994,7.0,0.0,17308.0,98.9,18.0,w,INDIVIDUAL,2.0,0.0,"4475 Bonnie Circle
Allenfort, AZ 30723"
10000.0, 36 months,14.47,344.07,C,C2,Administrator,6 years,MORTGAGE,102000.0,Not Verified,Jan-2014,Fully Paid,car,Car financing,28.89,Jun-1998,14.0,0.0,26343.0,92.4,32.0,f,INDIVIDUAL,2.0,0.0,"3965 Kristen Heights
Tamaraville, NM 30723"
27300.0, 36 months,14.49,939.56,C,C4,Director of Finance,4 years,OWN,188000.0,Verified,May-2014,Fully Paid,credit_card,Credit card refinancing,13.69,Sep-1987,8.0,0.0,10306.0,45.2,16.0,w,INDIVIDUAL,0.0,0.0,"69772 Linda Road Apt. 249
New Steven, RI 30723"
3300.0, 36 months,14.33,113.32,C,C1,Starpoint,8 years,MORTGAGE,27000.0,Verified,Feb-2013,Fully Paid,credit_card,ccrefi,20.62,May-1999,10.0,0.0,5434.0,72.5,17.0,f,INDIVIDUAL,3.0,0.0,"Unit 4526 Box 4602
DPO AE 70466"
18000.0, 36 months,7.62,560.91,A,A3,"Sr. Associate, Events & Sponsorships",10+ years,OWN,75000.0,Not Verified,Nov-2013,Fully Paid,credit_card,Credit Card Refinance,9.59,Jan-1995,15.0,0.0,3325.0,11.1,45.0,f,INDIVIDUAL,0.0,0.0,"4229 Doyle Courts Suite 520
South Karen, DE 05113"
35000.0, 60 months,16.99,869.66,D,D3,President,10+ years,MORTGAGE,240000.0,Not Verified,Aug-2014,Fully Paid,debt_consolidation,Debt consolidation,13.55,Sep-1992,8.0,0.0,83117.0,69.0,22.0,w,INDIVIDUAL,3.0,0.0,"79186 Madeline Ford
East Lisa, MS 70466"
10275.0, 36 months,11.99,341.23,B,B3,Teller,3 years,MORTGAGE,38000.0,Source Verified,Apr-2014,Fully Paid,credit_card,Credit card refinancing,16.71,Aug-1983,12.0,0.0,10138.0,51.7,27.0,w,INDIVIDUAL,3.0,0.0,"9290 Alicia Track Suite 963
Alanview, MD 00813"
23475.0, 60 months,24.49,682.03,E,E3,RN,10+ years,MORTGAGE,80000.0,Verified,Jul-2016,Fully Paid,debt_consolidation,Debt consolidation,31.47,Jul-2003,11.0,0.0,25369.0,88.7,24.0,w,INDIVIDUAL,4.0,0.0,"0414 Haley Oval Suite 721
Cochranberg, WV 48052"
10000.0, 36 months,13.05,337.19,B,B5,"Koeller, Nebeker, Carlson, & Haluck",3 years,RENT,81090.0,Source Verified,Aug-2013,Fully Paid,credit_card,Better Rate,15.78,May-2007,20.0,0.0,11491.0,61.1,35.0,f,INDIVIDUAL,0.0,0.0,"2775 Schwartz Avenue
South Toni, NC 05113"
10000.0, 36 months,11.99,332.1,B,B3,Registered Nurse,9 years,OWN,80000.0,Verified,Oct-2013,Fully Paid,credit_card,Credit card refinancing,14.29,Feb-1996,6.0,0.0,22037.0,77.9,12.0,w,INDIVIDUAL,0.0,0.0,"946 Peter Knoll
West David, RI 29597"
14750.0, 60 months,18.99,382.55,E,E3,Quality Assurance Manager,2 years,RENT,41000.0,Verified,Nov-2015,Charged Off,debt_consolidation,Debt consolidation,25.56,Sep-1995,13.0,1.0,5078.0,43.4,16.0,w,INDIVIDUAL,0.0,0.0,"7555 George Ways
Port Meganberg, LA 93700"
6000.0, 60 months,16.45,147.35,E,E1,Sierra Foothill lab,8 years,RENT,39600.0,Not Verified,Sep-2010,Fully Paid,debt_consolidation,Debt Consolidation,16.33,Aug-2002,6.0,0.0,2446.0,32.6,8.0,f,INDIVIDUAL,,0.0,"5866 Hernandez Knolls Apt. 042
South John, FL 30723"
7000.0, 36 months,19.24,257.45,E,E2,Tour Gude,5 years,RENT,20113.0,Source Verified,Jan-2015,Fully Paid,house,Home buying,22.2,Jun-2004,5.0,0.0,7523.0,69.7,10.0,f,INDIVIDUAL,0.0,0.0,"6456 Brown Spur Suite 765
East Amandatown, GA 30723"
5450.0, 36 months,14.99,188.9,C,C5,Packager,10+ years,MORTGAGE,26976.0,Source Verified,Sep-2014,Fully Paid,debt_consolidation,Debt consolidation,26.6,Sep-1998,7.0,1.0,3549.0,65.7,25.0,w,INDIVIDUAL,3.0,1.0,"067 Dennis Place
Cherylfort, VA 48052"
10000.0, 36 months,12.12,332.72,B,B3,TNTS Inc,7 years,OWN,60000.0,Not Verified,Sep-2012,Fully Paid,debt_consolidation,Credit Card,17.48,Jan-1999,13.0,0.0,26181.0,61.5,30.0,f,INDIVIDUAL,0.0,0.0,"476 Randall Turnpike
Lauriefort, WI 05113"
33425.0, 60 months,21.6,915.58,E,E3,AAA,10+ years,MORTGAGE,75000.0,Verified,Sep-2013,Fully Paid,debt_consolidation,Consolodation,29.81,Jun-1991,9.0,0.0,8900.0,85.6,34.0,f,INDIVIDUAL,5.0,0.0,"4696 Black Extension
West Dana, AZ 30723"
19275.0, 36 months,13.99,658.69,C,C4,Supervisor,7 years,MORTGAGE,55000.0,Source Verified,Aug-2015,Fully Paid,home_improvement,Home improvement,16.43,Apr-1999,17.0,0.0,29583.0,55.9,33.0,f,INDIVIDUAL,3.0,0.0,"8311 Swanson Rapids Apt. 265
Port Davidborough, MD 29597"
14400.0, 60 months,13.66,332.53,C,C3,Administrative Assistant,10+ years,MORTGAGE,43000.0,Not Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,13.12,Sep-2000,14.0,0.0,4986.0,35.6,54.0,w,INDIVIDUAL,3.0,0.0,"136 Kayla Branch
Pierceview, ID 70466"
12000.0, 36 months,12.99,404.27,B,B5,Assistant Support Manager,6 years,RENT,43000.0,Source Verified,Apr-2014,Fully Paid,credit_card,Credit card refinancing,16.44,Jun-1998,3.0,0.0,16859.0,98.0,13.0,w,INDIVIDUAL,0.0,0.0,"0121 Ian Bridge Suite 197
Lake Jasmine, FL 29597"
9300.0, 36 months,28.49,387.15,G,G4,Agent/CSR,10+ years,OWN,40000.0,Verified,Jan-2016,Charged Off,house,Home buying,17.97,Mar-1997,6.0,0.0,1364.0,44.0,14.0,f,INDIVIDUAL,0.0,0.0,"115 Matthew Spring Suite 166
Michaeltown, KY 86630"
16000.0, 36 months,18.49,582.38,D,D2,Humana/ LifeSynch,6 years,MORTGAGE,93360.0,Source Verified,Jul-2012,Fully Paid,debt_consolidation, Debt Loan,22.38,Aug-1999,22.0,0.0,30371.0,60.3,58.0,f,INDIVIDUAL,2.0,0.0,"6065 Barnett Street
South Maryton, VA 70466"
20000.0, 60 months,21.49,546.6,E,E3,First American Title,10+ years,RENT,66385.56,Verified,May-2013,Fully Paid,debt_consolidation,CC Consolidation,27.38,Jun-1978,10.0,0.0,19596.0,68.5,20.0,f,INDIVIDUAL,0.0,0.0,"0527 Scott Pine Apt. 607
Chenborough, UT 70466"
9000.0, 36 months,11.99,298.89,B,B5,Analystq,1 year,RENT,45000.0,Source Verified,Feb-2015,Charged Off,credit_card,Credit card refinancing,26.91,Aug-2001,16.0,0.0,5249.0,73.9,25.0,w,INDIVIDUAL,0.0,0.0,"7698 Green Rapid Suite 572
South Jill, VT 22690"
6000.0, 36 months,8.38,189.08,B,B1,Academic Assistant,< 1 year,RENT,28000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.26,Sep-1986,8.0,0.0,5624.0,45.7,11.0,f,INDIVIDUAL,1.0,0.0,"73314 Amber Turnpike
Lake Paula, NJ 70466"
15000.0, 60 months,14.99,356.78,C,C5,assistant general manager,< 1 year,RENT,53000.0,Source Verified,Nov-2014,Fully Paid,credit_card,Credit card refinancing,32.4,Aug-2000,11.0,0.0,36661.0,95.2,29.0,w,INDIVIDUAL,0.0,0.0,"Unit 2101 Box 5420
DPO AE 22690"
19750.0, 36 months,18.75,721.47,D,D3,Rent A Center,8 years,MORTGAGE,48000.0,Not Verified,Mar-2013,Fully Paid,debt_consolidation,Debt consolidation,7.5,Dec-1999,7.0,0.0,10319.0,79.4,9.0,f,INDIVIDUAL,1.0,0.0,"8886 Russell Roads Suite 008
Lake David, ND 05113"
15000.0, 36 months,7.62,467.43,A,A3,Community Relations Director Sheriff dep,10+ years,RENT,85000.0,Source Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,12.49,Jun-1998,16.0,0.0,16533.0,24.6,32.0,w,INDIVIDUAL,1.0,0.0,"16987 Amanda Pike Apt. 842
Heatherbury, AZ 70466"
7250.0, 36 months,11.99,240.77,B,B3,Foreman,10+ years,MORTGAGE,35000.0,Verified,Nov-2013,Fully Paid,debt_consolidation,debt,34.57,Jan-1999,10.0,1.0,3782.0,23.3,25.0,f,INDIVIDUAL,3.0,1.0,"21074 William Stravenue
Floreshaven, WI 22690"
10000.0, 36 months,10.99,327.34,B,B2,affordable heating cooling & plumbing,7 years,MORTGAGE,48000.0,Source Verified,Sep-2013,Fully Paid,debt_consolidation,get rid of lowes,18.67,Apr-2001,8.0,0.0,12135.0,56.7,30.0,f,INDIVIDUAL,2.0,0.0,"97184 Jason Garden Apt. 763
Port Aprilshire, NE 00813"
6000.0, 36 months,7.49,186.61,A,A4,Granite State Independant Living,10+ years,OWN,24000.0,Not Verified,Jul-2011,Fully Paid,major_purchase,UTV,10.25,Apr-1987,9.0,0.0,9710.0,24.6,17.0,f,INDIVIDUAL,,0.0,"41502 Lauren Shore
Patriciaview, ME 05113"
15250.0, 36 months,13.67,518.77,B,B5,Good Samaritan Hospital,10+ years,MORTGAGE,48000.0,Source Verified,Sep-2013,Fully Paid,debt_consolidation,helphomeloan,27.23,Dec-1993,12.0,1.0,6823.0,59.3,25.0,f,INDIVIDUAL,2.0,1.0,"58017 Alexander Ports
Lindachester, IA 48052"
4000.0, 36 months,10.99,130.94,B,B4,Maintenance ,10+ years,MORTGAGE,30000.0,Source Verified,Aug-2015,Fully Paid,credit_card,Credit card refinancing,23.32,Aug-1995,14.0,0.0,17345.0,38.8,16.0,w,INDIVIDUAL,1.0,0.0,"840 Simon Plains
New Juantown, SC 29597"
22750.0, 36 months,21.7,865.31,E,E2,Server,< 1 year,OWN,52000.0,Source Verified,Nov-2013,Fully Paid,debt_consolidation,Debt consolidation,30.58,Dec-2003,13.0,0.0,11876.0,81.3,22.0,f,INDIVIDUAL,2.0,0.0,"50946 Dana Mountains
Reeseview, WV 70466"
10000.0, 36 months,6.03,304.36,A,A1,ADMINISTRATIVE ACCOUNTANT,2 years,MORTGAGE,54000.0,Not Verified,Feb-2014,Fully Paid,credit_card,Credit card refinancing,9.84,Feb-1991,13.0,0.0,5507.0,39.9,16.0,f,INDIVIDUAL,1.0,0.0,"079 Ingram Ports
Lake Kristinchester, WY 05113"
15000.0, 36 months,11.99,498.15,B,B3,,,MORTGAGE,80000.0,Source Verified,Apr-2014,Fully Paid,debt_consolidation,Debt consolidation,8.7,Aug-1998,10.0,0.0,5672.0,18.9,27.0,w,INDIVIDUAL,6.0,0.0,"89186 Green Mountains Apt. 040
Vanessaview, MA 05113"
7000.0, 36 months,11.55,231.0,B,B3,Capital Group Companies,10+ years,MORTGAGE,150000.0,Verified,Jul-2013,Fully Paid,credit_card,credit card consolidation,32.24,Dec-1976,35.0,0.0,202642.0,50.0,64.0,f,INDIVIDUAL,3.0,0.0,"Unit 9742 Box 4758
DPO AP 70466"
17975.0, 36 months,12.12,598.06,B,B3,RMH Home Care Services,2 years,MORTGAGE,40000.0,Source Verified,Jun-2013,Fully Paid,credit_card,Get Out of Debt,28.35,Nov-1999,11.0,0.0,17077.0,43.0,22.0,f,INDIVIDUAL,0.0,0.0,"PSC 6056, Box 3581
APO AE 48052"
5000.0, 36 months,15.1,173.58,C,C2,,,MORTGAGE,33000.0,Source Verified,Nov-2013,Fully Paid,credit_card,credit card payoff,5.16,Mar-1996,4.0,1.0,5329.0,46.7,7.0,f,INDIVIDUAL,2.0,0.0,"461 King Run
Juliabury, NH 05113"
20000.0, 36 months,9.99,645.25,B,B3,Program Manager,3 years,MORTGAGE,51000.0,Source Verified,Oct-2015,Fully Paid,credit_card,Credit card refinancing,17.64,Jun-2000,15.0,0.0,22515.0,45.4,29.0,w,INDIVIDUAL,3.0,0.0,"2476 Lee Crossroad Suite 511
South Feliciamouth, PA 00813"
12300.0, 36 months,19.05,451.19,D,D4,Acco Engineered Systems,8 years,RENT,35880.0,Not Verified,Aug-2012,Fully Paid,debt_consolidation,Pay off and Career Loan,10.8,Mar-2000,3.0,0.0,16091.0,94.2,14.0,f,INDIVIDUAL,0.0,0.0,"Unit 6844 Box 7358
DPO AP 00813"
10000.0, 36 months,7.89,312.86,A,A5,Executive Assistant,10+ years,RENT,62000.0,Source Verified,Feb-2016,Fully Paid,debt_consolidation,Debt consolidation,22.28,Aug-2000,14.0,0.0,9807.0,57.7,32.0,w,INDIVIDUAL,5.0,0.0,"2477 Olson Roads
Ashleefurt, MA 05113"
24000.0, 60 months,14.98,570.71,C,C3,Field Service Engineer,10+ years,MORTGAGE,80000.0,Verified,Dec-2013,Fully Paid,credit_card,creditcard,8.34,Dec-1992,10.0,0.0,22893.0,56.8,43.0,f,INDIVIDUAL,2.0,0.0,"USNS Estrada
FPO AE 30723"
27000.0, 36 months,14.33,927.13,C,C1,Halliburton Energy Services,10+ years,MORTGAGE,100000.0,Verified,Mar-2013,Fully Paid,debt_consolidation,Credit Card Pay-Off and Home Improvement,17.42,Mar-1997,8.0,0.0,5017.0,37.4,12.0,f,INDIVIDUAL,1.0,0.0,"Unit 4297 Box 6879
DPO AE 22690"
12600.0, 36 months,12.85,423.64,B,B4,Controller,8 years,MORTGAGE,239000.0,Source Verified,Jan-2014,Fully Paid,debt_consolidation,Debt consolidation,8.81,Jan-1987,13.0,0.0,182325.0,84.2,26.0,f,INDIVIDUAL,2.0,0.0,"9771 Dorothy Island Apt. 856
Allenhaven, IA 48052"
13000.0, 36 months,9.17,414.43,B,B1,,,MORTGAGE,32916.0,Verified,Oct-2014,Charged Off,debt_consolidation,Debt consolidation,24.57,Apr-2001,3.0,0.0,9557.0,70.8,32.0,w,INDIVIDUAL,3.0,0.0,"22216 Jared Spur Suite 859
Lake Nicholastown, WA 11650"
1500.0, 36 months,7.9,46.94,A,A4,Aquifer Drilling and Testing,< 1 year,RENT,30000.0,Source Verified,Jul-2012,Fully Paid,debt_consolidation,Debt consolidation,21.88,Jul-1995,21.0,0.0,4102.0,15.8,24.0,f,INDIVIDUAL,0.0,0.0,"68871 Carolyn Manor
Ashleyland, AR 70466"
20000.0, 60 months,19.99,529.77,E,E4,accountant,10+ years,MORTGAGE,90000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,23.44,Dec-1999,20.0,0.0,22406.0,51.2,29.0,f,INDIVIDUAL,0.0,0.0,"863 Heather Mission Suite 028
Lake Thomas, SC 70466"
15725.0, 36 months,7.9,492.04,A,A4,time warner cable,10+ years,MORTGAGE,67000.0,Verified,Apr-2013,Fully Paid,debt_consolidation,Consolidation,29.9,Mar-1996,24.0,0.0,37765.0,19.3,40.0,f,INDIVIDUAL,3.0,0.0,"2298 Robert Ports Suite 095
East Arthurberg, SC 22690"
11500.0, 60 months,19.99,304.62,E,E3,Manager,< 1 year,MORTGAGE,38520.0,Verified,Dec-2014,Charged Off,debt_consolidation,Debt consolidation,10.06,Aug-2001,15.0,0.0,13756.0,50.0,18.0,w,INDIVIDUAL,0.0,0.0,"162 James Lock
Dukemouth, NH 86630"
2800.0, 36 months,15.99,98.43,D,D2,Network Operation,9 years,RENT,60000.0,Source Verified,Dec-2014,Fully Paid,debt_consolidation,Debt consolidation,24.22,Nov-2003,13.0,0.0,10283.0,77.3,24.0,f,INDIVIDUAL,0.0,0.0,"670 Lisa Forges Suite 311
Port Amyside, UT 22690"
10000.0, 36 months,9.17,318.79,B,B2,Registar Dental Assistant,10+ years,RENT,51000.0,Not Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,26.26,Oct-1996,13.0,0.0,26622.0,52.2,24.0,f,INDIVIDUAL,4.0,0.0,"1455 Reginald Junctions
Lake Dwaynetown, TX 70466"
14400.0, 36 months,8.9,457.25,A,A5,,,MORTGAGE,48000.0,Verified,Nov-2013,Fully Paid,debt_consolidation,Debt consolidation,11.07,Dec-1986,16.0,0.0,17684.0,24.8,28.0,f,INDIVIDUAL,4.0,0.0,"00659 Christina Motorway Apt. 901
Gardnerbury, TX 70466"
7200.0, 36 months,9.99,232.29,B,B3,Broker ,10+ years,RENT,180000.0,Not Verified,Nov-2015,Fully Paid,debt_consolidation,Debt consolidation,8.56,Oct-1982,15.0,4.0,7405.0,32.1,30.0,f,INDIVIDUAL,9.0,1.0,"84517 Adam Common
Harrismouth, DE 22690"
15000.0, 36 months,13.99,512.6,C,C4,Research Scientist 2,5 years,RENT,80000.0,Verified,Sep-2015,Charged Off,debt_consolidation,Debt consolidation,14.42,Nov-2006,9.0,0.0,8042.0,64.9,15.0,w,INDIVIDUAL,0.0,0.0,"393 Myers Mountain Apt. 085
Francoburgh, UT 70466"
6600.0, 36 months,12.99,222.35,C,C2,operator,2 years,OWN,53000.0,Source Verified,Mar-2016,Fully Paid,debt_consolidation,Debt consolidation,17.12,Feb-2010,11.0,0.0,3207.0,13.0,16.0,w,INDIVIDUAL,0.0,0.0,"08933 Wagner Inlet
Rhondaport, NV 70466"
20000.0, 60 months,8.9,414.2,A,A5,Ch2m hill,10+ years,MORTGAGE,80000.0,Verified,Sep-2013,Fully Paid,debt_consolidation,Debt consolidation,4.82,Apr-2001,6.0,0.0,16580.0,22.4,15.0,f,INDIVIDUAL,4.0,0.0,"711 Mejia Glen
East Kristinafort, OH 29597"
6800.0, 36 months,17.14,242.92,D,D4,Warehouse associate,2 years,RENT,24000.0,Source Verified,Feb-2015,Charged Off,credit_card,Credit card refinancing,18.65,May-2008,28.0,0.0,11628.0,59.0,34.0,f,INDIVIDUAL,0.0,0.0,"3221 Ellis Junction
Charlesberg, AL 70466"
11000.0, 60 months,15.31,263.49,C,C4,superintendent,4 years,MORTGAGE,82500.0,Not Verified,Apr-2014,Fully Paid,home_improvement,Home improvement,9.13,Jan-2006,9.0,0.0,3952.0,57.3,10.0,f,INDIVIDUAL,1.0,0.0,"97692 Malone Union
Wesleymouth, ME 22690"
2300.0, 36 months,6.76,70.77,A,A2,,10+ years,RENT,34416.0,Source Verified,Aug-2010,Fully Paid,debt_consolidation,A NYC Musician's Quest for Debt Freedom!,6.21,Jan-1975,6.0,0.0,1395.0,8.0,14.0,f,INDIVIDUAL,,0.0,"15512 Jose Cape Suite 724
West Anthony, ND 22690"
24000.0, 60 months,10.15,511.71,B,B2,Executive Assistant,4 years,MORTGAGE,80000.0,Source Verified,Oct-2014,Charged Off,debt_consolidation,Debt consolidation,5.09,May-2006,6.0,0.0,16262.0,41.8,10.0,f,INDIVIDUAL,3.0,0.0,"118 Romero Plain
West Carlaport, MI 22690"
12000.0, 36 months,5.32,361.38,A,A1,Maintenance Foreman,10+ years,MORTGAGE,90000.0,Not Verified,Nov-2015,Fully Paid,home_improvement,Home improvement,14.03,Apr-2002,9.0,0.0,12654.0,30.1,29.0,w,INDIVIDUAL,5.0,0.0,"5839 Clark Cliffs
New Michaeltown, DC 29597"
8400.0, 36 months,6.24,256.46,A,A2,Sales Manager,< 1 year,RENT,45000.0,Not Verified,May-2015,Fully Paid,credit_card,Credit card refinancing,3.92,Aug-1997,20.0,0.0,3539.0,3.0,37.0,w,INDIVIDUAL,0.0,0.0,"529 Dustin Square Apt. 440
Dominguezborough, MA 05113"
18000.0, 36 months,6.62,552.67,A,A2,,7 years,MORTGAGE,72000.0,Source Verified,Feb-2014,Fully Paid,credit_card,Credit card refinancing,21.28,Jun-1999,18.0,0.0,14754.0,38.7,39.0,f,INDIVIDUAL,4.0,0.0,"402 Angela Knoll Apt. 270
Kathrynbury, IL 48052"
11400.0, 36 months,15.31,396.92,C,C2,Island Naturals,5 years,MORTGAGE,54000.0,Verified,May-2013,Fully Paid,credit_card,Credit Card consolidation,12.29,Mar-2003,5.0,0.0,6878.0,94.2,18.0,f,INDIVIDUAL,0.0,0.0,"40634 Tyler Cove
South Teresa, TN 30723"
9000.0, 36 months,15.61,314.69,D,D1,Medical Coder,1 year,RENT,65000.0,Not Verified,May-2015,Fully Paid,debt_consolidation,Debt consolidation,3.1,Feb-2008,13.0,0.0,4822.0,56.1,14.0,f,INDIVIDUAL,0.0,0.0,"0704 Brad Corner
Jessicamouth, TX 22690"
